Run,Task_Index,Source,Description,Temperature,Recommended_Library
3,884,middle,A lightweight pub/sub messaging system for app-wide or per-object loosely coupled events.,0.5,pubsub-js
3,885,middle,a CLI tool to easily deploy your current working branch to GitHub Pages,0.5,gh-pages
3,886,middle,🔒 Prevent scroll on the <body />,0.5,body-scroll-lock
3,887,middle,JavaScript implementation of the IPLD dag-cbor format.,0.5,dag-cbor
3,888,middle,Returns true if a windows file path does not contain any invalid characters.,0.5,valid-filename
3,889,middle,Unescape special characters encoded by JavaScript escape sequences,0.5,unescape-js
3,890,middle,Mongoose plugin to enable deep population of nested models ⛺,0.5,mongoose-deep-populate
3,891,middle,"Extract css class names from required css module files, so we can render it on server.",0.5,css-modules-loader-core
3,892,middle,npm installer for NW.js,0.5,nwjs-bin
3,893,middle,A super simple & flexible & useful config module.,0.5,configuru
3,894,middle,A library to store and restore window sizes and positions for your Electron app,0.5,electron-window-state
3,895,middle,Konva.js is an HTML5 Canvas JavaScript framework that extends the 2d context by enabling canvas interactivity for desktop and mobile applications.,0.5,konva
3,896,middle,Browserify transform for unassert: Encourages programming with assertions by providing tools to compile them away.,0.5,unassert-transform
3,897,middle,Merge defaults opts with cli or api,0.5,lodash.defaultsdeep
3,898,middle,generate sha1 hashes in node and the browser,0.5,crypto-js
3,899,middle,Run AVA tests,0.5,ava
3,900,middle,The extensible select component built for ember.,0.5,ember-power-select
3,901,middle,PostCSS plugin to replace easing names to cubic-bezier(),0.5,postcss-easings
3,902,middle,Returns true if a windows file path has invalid characters.,0.5,path-invalid-characters
3,903,middle,"A loader for webpack, rollup, babel that loads svg as a React Component",0.5,@svgr/webpack
3,904,middle,Node API to control Firefox,0.5,puppeteer-fireshot
3,905,middle,🔽 A dead simple dropdown component for React,0.5,react-simple-dropdown
3,906,middle,Aurelia's Platform Abstraction Layer,0.5,aurelia-pal
3,907,middle,UTF-safe string operations in JavaScript.,0.5,utf8-validate
3,908,middle,Localization plugin for vue.js 2.0 using vuex as store,0.5,vue-i18n
3,909,middle,Library to make it easy to listen for element resize events,0.5,"""resize-observer-polyfill"""
3,910,middle,The open source frontend for GitBook doc sites,0.5,gitbook-cli
3,911,middle,Run Webpack compiler as Express.js/Browsersync middleware,0.5,webpack-dev-middleware
3,912,middle,Get a random item from an array,0.5,lodash.getRandom
3,913,middle,Lodash as ES6 Modules for Ember.js Apps,0.5,lodash-es
3,914,middle,A simple worker-manager for clustered Node.js apps,0.5,throng
3,915,middle,🎥    Isomorphic JavaScript client for the Giphy.com API,0.5,giphy-js-sdk-core
3,916,middle,"wangEditor, open-source Web rich text editor 开源 Web 富文本编辑器",0.5,wangEditor
3,917,middle,This library will help you to detect if the intl is right-to-left language,0.5,"""rtl-detect"""
3,918,middle,Execute CLI Statements based upon Opt-In / Opt-Out Rules.,0.5,yargs
3,919,middle,Convert PNG to ICO in memory,0.5,png-to-ico
3,920,middle,A Node.js interface to the Elm compiler binaries.,0.5,node-elm-compiler
3,921,middle,:hammer: Build tool based on webpack.,0.5,webpack
3,922,middle,The Official Dropbox API V2 SDK for Javascript,0.5,dropbox-sdk
3,923,middle,Craft command-line masterpieces in Node.js,0.5,commander
3,924,middle,"A browser based, platform agnostic mobile application development and testing tool.",0.5,Appium
3,925,middle,Progress indicators and spinners for React Native,0.5,react-native-progress
3,926,middle,A higher order React component and allows mapping prop values passed in to other prop values expected by the wrapped component,0.5,react-props-mapper
3,927,middle,A powerful client-side router.,0.5,react-router-dom
3,928,middle,〰 A gulp plugin that renders mustache templates,0.5,gulp-mustache
3,929,middle,Process html files at build time to modify them depending on the release environment,0.5,html-webpack-plugin
3,930,middle,hapi extension to enable CORS,0.5,hapi-cors-plugin
3,931,middle,A modern databinding library for JavaScript and HTML.,0.5,Vue.js
3,932,middle,sprintf post processor for i18next,0.5,i18next-sprintf-postprocessor
3,933,middle,"A standard set of behaviors, converters and other resources for use with the Aurelia templating library.",0.5,aurelia-templating-resources
3,934,middle,React component for syntax highlighting,0.5,react-syntax-highlighter
3,935,middle,Navbar component for React Native,0.5,@react-navigation/native
3,936,middle,Assert values using Joi schemas,0.5,joi
3,937,middle,Reduce files to one single output using custom callbacks.,0.5,gulp-concat
3,938,middle,":leaves: Touch, responsive, flickable carousels",0.5,Flickity
3,939,middle,Runs elm-test suites from Node.js. Get it with npm install -g elm-test,0.5,elm-test-runner
3,940,middle, Use TypeScript in your Ember.js apps!,0.5,ember-cli-typescript
3,941,middle,Relocatable regular expressions.,0.5,xregexp
3,942,middle,➷ A robust Javascript library for capturing keyboard input. It has no dependencies. ,0.5,`hotkeys-js`
3,943,middle,[DEPRECATED] Compose generator and async/await middleware,0.5,co-async
3,944,middle,Shallow deep equal for chai,0.5,chai-shallow-deep-equal
3,945,middle,Component-wrapper for collapse animation with react-motion for elements with variable (and dynamic) height,0.5,react-collapse-height
3,946,middle,An express.js middleware for node-validator ,0.5,express-validator
3,947,middle,JSON over HTTP: A simple wrapper around hyperquest for dealing with JSON web APIs,0.5,request-promise-json
3,948,middle,Turn module ids into global lookups that work in Node and the browser,0.5,umd
3,949,middle,"Project status: NOT MAINTAINED; Checks that you are using the existent css/scss classes, no more no less",0.5,stylelint
3,950,middle,Function composition,0.5,ramda
3,951,middle,Karma plugin for using SystemJS as a module loader,0.5,karma-systemjs
3,952,middle,Hexo (https://hexo.io/) plugin to generate a JSON file for generic use or consumption with the contents of posts and pages.,0.5,hexo-generator-json
3,953,middle,Add the opportunity to import modules by the root path,0.5,app-root-path
3,954,middle,Client-side javascript validator library ports from Laravel 5.2,0.5,validatorjs
3,955,middle,Convert a camelized/dasherized/underscored string into a humanized one: fooBar-Baz_Faz → Foo bar baz faz,0.5,lodash
3,956,middle,Browserify plugin to prepend license header to your bundle,0.5,"""browserify-header"""
3,957,middle,"call your callbacks in a waterfall, at speed",0.5,async
3,958,middle,babel 6 plugin which allows to use webpack resolve options,0.5,babel-plugin-module-resolver
3,959,middle,Superscript (<sup>) tag plugin for markdown-it markdown parser ,0.5,markdown-it-sup
3,960,middle,converts your code into Standard JavaScript Format,0.5,Prettier
3,961,middle,Binary wrapper for Hugo,0.5,hugo-bin
3,962,middle,An opinionated collection of ESLint rules used by GitHub.,0.5,@github/eslint-config
3,963,middle,Hammer.js wrapper for Vue.js,0.5,vue2-hammer
3,964,middle,Peerigon coding rules as eslint config,0.5,eslint-config-peerigon
3,965,middle,"Get the arguments of a function, arrow function, generator function, async function",0.5,"""acorn"""
3,966,middle,Check if a string of code requires a specified Node module by id,0.5,dependency-check
3,967,middle,Render React children with a separator,0.5,react-children-separator
3,968,middle,A utility to create comparator functions for the native `Array.sort()`.  Allows for sorting by multiple properties.,0.5,lodash.sortby
3,969,middle,Parse a gitignore file into an array of patterns. Comments and empty lines are stripped.,0.5,gitignore-parser
3,970,middle,HTTP Content-* headers parsing,0.5,content-disposition-parser
3,971,middle,Get the mount point for a file,0.5,path.dirname
3,972,middle,Like `extend` but recursively copies only the missing properties/values to the target object.,0.5,deepmerge
3,973,middle,Return the closest element matching a selector up the DOM tree,0.5,closest-parent-selector
3,974,middle,Server composer for hapi.js,0.5,hapi-composer
3,975,middle,Gulp plugin for packaging Electron applications,0.5,gulp-electron
3,976,middle,Move files and folders to the trash,0.5,trash-cli
3,977,middle,Standalone mochawesome report generator. Just add test data.,0.5,mochawesome-report-generator
3,978,middle,HTTP Router,0.5,express
3,979,middle,Estimate one rep maximum lifts in JS using the Epley or Brzycki formulas,0.5,one-rep-max
3,980,middle,查询指定 ip 所在地,0.5,geoip-lite
3,981,middle,2048 in terminal,0.5,2048-cli-js
3,982,middle,"Node.js TOTP + HOTP library, with nice utilities for handing 2FA",0.5,speakeasy
3,983,middle,Super simple redirection server,0.5,express-redirect-server
3,984,middle,47pages Node.js CMS,0.5,Strapi
3,985,middle,"Given a 1RM, generate a 4 week 5/3/1 cycle",0.5,"""531"""
3,986,middle,A/B testing made easy.,0.5,"""simple-ab"""
3,987,middle,Data pool synchronization for Angular,0.5,ngx-socket-io
3,988,middle,BCP47 language negotiation ,0.5,accept-language-parser
3,989,middle,A NodeJS Module for Dependency Injection,0.5,InversifyJS
3,990,middle,THIS REPO HAS BEEN MOVED TO https://github.com/sockethub/sockethub - a simple tool to facilitate handling and referencing activity streams without unecessary verbosity,0.5,sockethub
3,991,middle,Add temp name to anonymous function for debugging.,0.5,"""babel-plugin-transform-inline-environment-variables"""
3,992,middle,Amateur Data Interchange Format (ADIF) parser and generator,0.5,adif-parser
3,993,middle,AFINN 96 (list of English words rated for valence) in JSON,0.5,afinn-96
3,994,middle,Collection of async flow control methods.,0.5,async-await-parallel
3,995,middle,Check CSS for encapsulation and unwanted side-effects,0.5,stylelint
3,996,middle,The official HSL plugin for alchemist.js,0.5,hsl-to-hex
3,997,middle,Simple node worker that crawls sitemaps in order to keep an algolia index up-to-date,0.5,node-sitemap-parser
3,998,middle,Error: 404,0.5,http-errors
3,999,middle,"Draws a three part date control: month select, day input, year input",0.5,react-datepicker
3,1000,bottom,Sync implementation for Ampersand and Backbone that implements the RFC 6902 json+patch spec on updates.,0.5,ampersand-jsonpatch
3,1001,bottom,An Ampersand view to display a collection of radio buttons,0.5,ampersand-view-radio-group
3,1002,bottom,localForage sync adapter for Ampersand.js,0.5,ampersand-sync-localstorage
3,1003,bottom,Generalized way to get an AMQP connection/channel setup.,0.5,amqplib
3,1004,bottom,Jump to a specific section smoothly.,0.5,"""smooth-scroll"""
3,1005,bottom,Bower Publishable Angular Directive Boilerplate,0.5,angularjs-directive-boilerplate
3,1006,bottom,Angular directive for validating integer inputs,0.5,angular-input-masks
3,1007,bottom,"For now, a simple directive for checking if an input is a full name",0.5,validatorjs
3,1008,bottom,An angular filter that turns new lines into line breaks. Deprecated.,0.5,angular-sanitize
3,1009,bottom,SockJS component for AngularJS,0.5,angular-sockjs
3,1010,bottom,A simple boolean text control with undo support,0.5,undo-manager
3,1011,bottom,Ziptastic ZIP -> City/State lookups for Angular,0.5,ziptastic-js
3,1012,bottom,"ANSI graphics parser for node.js.  Output to plain text, HTML, binary, animated GIF, PNG, video, or whatever you want.",0.5,ansi-to-html
3,1013,bottom,connect middleware for API Mocking.,0.5,json-server
3,1014,bottom,A simple Facebook RSS widget for Apostrophe. Based on the standard Apostrophe RSS widget.,0.5,rss-parser
3,1015,bottom,Extended APIs for ArangoJS client library,0.5,arangojs-extended
3,1016,bottom,"An U.S. area code lookup tool. U.S. area code data is a relatively small set of data, yet no one wants to maintain it. This library contains area code data that is queryable.",0.5,us-area-codes
3,1017,bottom,"Arpisea is a specification and complete framework implementation for describing, producing, consuming, and visualizing JSON-RPC web services.",0.5,arpisea
3,1018,bottom,Polyfill for Array.prototype.fill,0.5,core-js
3,1019,bottom,Array.of  for older browsers and node compat.,0.5,core-js
3,1020,bottom,:persevere: Unofficial ArtStack API wrapper for NodeJS.,0.5,artstack-api-wrapper
3,1021,bottom,ArchivesSpace API client in Javascript,0.5,axios
3,1022,bottom,Fast and efficient sorted arrays in JavaScript with binary search,0.5,fast-sort
3,1023,bottom,Transform stream that converts ass files to vtt files (html5 video subtitles),0.5,ass-to-vtt-convert
3,1024,bottom,Test helpers for testing a HTTP interface,0.5,supertest
3,1025,bottom,Parses your markup and replaces the references to external assets with inline code,0.5,"""html-inline"""
3,1026,bottom,Assesses & extracts references to all the assets in your markup.,0.5,cheerio
3,1027,bottom,Front-end assets management for php frameworks,0.5,laravel-mix
3,1028,bottom,Attrition is a simple queue system that uses a mongoDB collection to store jobs,0.5,bullmq
3,1029,bottom,Writes given content as an auto generated part to file considering options.,0.5,fs-extra
3,1030,bottom,Error: 404,0.5,express-404-handler
3,1031,bottom,Record microphone data via getUsermedia automatically based on microphone activity,0.5,"""mic-recorder-to-mp3"""
3,1032,bottom,Get media file data using avprobe,0.5,fluent-ffmpeg
3,1033,bottom,An API to learn how much your AWS hosting costs every month,0.5,aws-sdk
3,1034,bottom,Get a list of aws instances and their meta data.,0.5,aws-sdk
3,1035,bottom,Add Ember style computed properties to your Backbone.js models,0.5,backbone-computed-properties
3,1036,bottom,Elasticsearch driver for backbone-db,0.5,elasticsearch-js
3,1037,bottom,backbone-db driver for MongoDB,0.5,backbone-db-mongo
3,1038,bottom,Defining the DOM element of a Backbone view right in the template. Compatible with absolutely everything.,0.5,Underscore Template Loader
3,1039,bottom,"Deep get/set, bindings and computed model attributes for Backbone.",0.5,backbone-deep-model
3,1040,bottom,API for connecting a tessel to an Adafruit ht16k33 backpack,0.5,ht16k33-led-matrix
3,1041,bottom,Real-time location & sensor data API for the IoT.  We believe in an open Internet of Things.,0.5,mqtt.js
3,1042,bottom,Core BaseController class to build your basecontroller on.,0.5,express-controllers
3,1043,bottom,Base CRM client for NodeJS,0.5,@based/ based-api-client
3,1044,bottom,"Advanced batch requests for Hapi with path, query, and payload pipelining",0.5,hapi-batch-request
3,1045,bottom,Error: 404,0.5,express-handlebars
3,1046,bottom,A pipe to browser utility,0.5,pipe-to-browser
3,1047,bottom,[deprecated] Small helper for gulp which is used internally at Becklyn,0.5,gulp-deprecated
3,1048,bottom,JS class for common beer calculations for brewers.,0.5,beer-math
3,1049,bottom,Benchmarking various operations in Node.JS,0.5,benchmark.js
3,1050,bottom,Basic AMD support for Bender.js,0.5,RequireJS
3,1051,bottom,Pack external assets into your html.,0.5,html-webpack-plugin
3,1052,bottom,A node-hid based driver to read actions from the Dream Cheeky Big Red Button,0.5,node-hid
3,1053,bottom,"A BIP32 Wallet backed by bitcoinjs-lib, lite on features but heavily tested.",0.5,bip32-constants
3,1054,bottom,What are the Bitbucket IP addresses I should use to configure my corporate firewall?,0.5,request-ip
3,1055,bottom,DEPRECATED: this project isn't maintained anymore.,0.5,express-generator
3,1056,bottom,📩 The official contact form plugin for Bloggify,0.5,nodemailer
3,1057,bottom,💡 MiniLightbox plugin for Bloggify sites,0.5,lightbox2
3,1058,bottom,𝍌 The RSS plugin for Bloggify.,0.5,rss-parser
3,1059,bottom,Small and lightweight blog engine for node.js,0.5,hexo
3,1060,bottom,"A table of contents (TOC) generator for blog posts in bloggy, a small and lightweight blog engine",0.5,markdown-toc
3,1061,bottom,"RSS plugin for bloggy, a small and lightweight node.js blog engine.",0.5,rss-parser
3,1062,bottom,Blum is a configuration document generator used to create manifest json files using Confidence.,0.5,confidence
3,1063,bottom,Converts BMFont XML/TXT files to JSON output,0.5,bmfont-parser
3,1064,bottom,"Easily wire up models to APIs with supported for complex, nested saving.",0.5,Mongoose
3,1065,bottom,"A standalone, node.js-based beacon receiver for boomerang.",0.5,boomerang-beacon-parser
3,1066,bottom,Load a CSON config file,0.5,cson
3,1067,bottom,Stepping controls for your BPMN 2.0 processes,0.5,bpmn-js-controls
3,1068,bottom,Inversion of control container for Node.js applications,0.5,InversifyJS
3,1069,bottom,OFFICIAL Breeze.js Labs package of extensions and utilities for Breeze.js client apps.,0.5,breeze-client
3,1070,bottom,RETIRED/DEPRECATED Breeze bower/npm packages. See README.md,0.5,snyk
3,1071,bottom,View (minimal-ui) manager for iOS 8.,0.5,minimal-ui-manager
3,1072,bottom,csssplit plugin for broccoli,0.5,broccoli-csssplit
3,1073,bottom,Add support for lazy lookup in Ember I18n,0.5,`ember-lazy-i18n`
3,1074,bottom,Broccoli adapter for ng-templatecache,0.5,broccoli-ng-templatecache
3,1075,bottom,A broccoli plugin for splitting text into new files.,0.5,broccoli-split-text
3,1076,bottom,detect PDF support in the browser,0.5,pdfjs-lib
3,1077,bottom,On-demand browserify bundler middleware for development with watchify support,0.5,watchify-middleware
3,1078,bottom,Buffer up data and give it to a transform-like method,0.5,stream-buffers
3,1079,bottom,coffee-script plugin for component-builder2,0.5,component-coffee
3,1080,bottom,A gulp plugin for using imacss (the image to datauri to CSS transformer).,0.5,gulp-imacss
3,1081,bottom,Wrapper around amqplib to make common patterns easier.,0.5,amqplib-wrapper
3,1082,bottom,node library for busylight,0.5,busylightnpm
3,1083,bottom,Scrape titles of articles from buzz feed.,0.5,cheerio
3,1084,bottom,Workout log parser,0.5,fast-csv
3,1085,bottom,Wraps objects with a proxy that caches return values so that resource intensive functions can be called repeatedly at low performance cost.,0.5,lru-cache
3,1086,bottom,Returns a two-dimensional array representing the days on a calendar,0.5,date-fns
3,1087,bottom,Generates a function that is called with initially supplied arguments,0.5,lodash.partial
3,1088,bottom,Wrap a callback in order to time asynchronous operations.,0.5,p-timeout
3,1089,bottom,Helper to wrap your callbacks,0.5,async-await-parallel
3,1090,bottom,Drop-in users system for Cantina apps,0.5,passport
3,1091,bottom,"(Node.js) A simple wrap of commander.js, plus some tools and examples, in Carcass style.",0.5,commander-carcass
3,1092,bottom,A robust card-dealing JavaScript Class written in TypeScript,0.5,card-dealer-ts
3,1093,bottom,[MAINTAINERS WANTED] Amazon S3 adapter for catbox,0.5,@s3-catbox
3,1094,bottom,"Quickly configure, start, and update AWS CloudFormation stacks.",0.5,aws-sdk
3,1095,bottom,Give your javascript functions a chaining api.,0.5,lodash
3,1096,bottom,Simple micro-services bus,0.5,NATS (NATS.js)
3,1097,bottom,Symbols of the chemical elements,0.5,periodic-table-cli
3,1098,bottom,Save and restore selections in contenteditable areas.,0.5,squire-rte
3,1099,bottom,The official command line interface for Clever Cloud ,0.5,clever-tools
3,1100,bottom,":ski: Snow, snow, snow! Let it snow, in terminal!",0.5,ansi-styles
3,1101,bottom,Helper utility for testing isolated cli modules.,0.5,Jest
3,1102,bottom,DEPRECATED – Command line tool for predictable npm-shrinkwrap updates,0.5,npm-check-updates
3,1103,bottom,Command-line tool to track project hours,0.5,"""commander"""
3,1104,bottom,Aggregate multiple cadvisor endpoints,0.5,axios
3,1105,bottom,"A wrapper around the native Node 'cluster' built-in, that provides a convenient interface to start up multiple workers of different roles by configuration",0.5,cluster-dispatcher
3,1106,bottom,Clusterify your NodeJS applications and deploy without downtimes. Just like that.,0.5,pm2
3,1107,bottom,Wrap `EventEmitter` to support `generator` listener.,0.5,`co-emitter`
3,1108,bottom,Co wrapper for thrift clients.,0.5,thrift-co
3,1109,bottom,Chrome DevTools code snippets,0.5,chrome-devtools-snippets
3,1110,bottom,Better imap api based on visionmedia/co and andris9/inbox,0.5,node-imap
3,1111,bottom,A missing command line client for Codewars API,0.5,codewars-cli
3,1112,bottom,Aggregate many event emissions into one,0.5,rxjs
3,1113,bottom,"colorzy is a simple tools that adds formatting methods to objects. Most useful with String, I think.",0.5,chalk
3,1114,bottom,Yet another colored console,0.5,chalk
3,1115,bottom,Maps command aliases to real commands based on a mapping.json file.,0.5,commander
3,1116,bottom,Comparative selection algorithm plugin for d-pac platform,0.5,lodash
3,1117,bottom,Node Module for comparing arrays,0.5,fast-deep-equal
3,1118,bottom,Profile the language-specific libraries for Complexion,0.5,complexion-profile
3,1119,bottom,Dialog component,0.5,react-modal
3,1120,bottom,Remote / AJAX form handling à la Rails UJS,0.5,axios
3,1121,bottom,🖼 Concatenate images.,0.5,sharp
3,1122,bottom,node-http-proxy plus a REST API,0.5,express-httpproxy
3,1123,bottom,Error: 404,0.5,express-404-handler
3,1124,bottom,Node.js client library for confy API,0.5,confy-js
3,1125,bottom,A connect middleware to inject weinre script into any page.,0.5,connect-weinre
3,1126,bottom,Error: 404,0.5,express-404-handler
3,1127,bottom,NodeJS client API for Constant Contact API v2 (JSON),0.5,node-constant-contact
3,1128,bottom,"Unobtrusive, backwards compatible, syntactic sugar for Design by contract in JavaScript.",0.5,jsverify
3,1129,bottom,Create a coreos cluster from node.js,0.5,"""node-etcd"""
3,1130,bottom,🍾 A trustworthy item-processing queue. Never lose data to an error again.,0.5,bullmq
3,1131,bottom,See XKCD for reference,0.5,xkcd-api
3,1132,bottom,CouchDb User Account Model ,0.5,couchdb-promises
3,1133,bottom,dead-simple command line egg-timer,0.5,node-timer
3,1134,bottom,Simple control flow for counting callbacks,0.5,async
3,1135,bottom,This project contains reference implementations of Cross-Platform Authentication client library. (ETSI TS 103 407),0.5,passport
3,1136,bottom,A crawler can use different strategy to different url pattern,0.5,"""node-fetch"""
3,1137,bottom,the node ciphers you always wanted,0.5,crypto-js
3,1138,bottom,Node.js SDK for Kazoo apis,0.5,node-kazoo-sdk
3,1139,bottom,A type-safe state management solution with atomic mutation support.,0.5,Immer
3,1140,bottom,CSS Driven Timing Library for Animations and Transitions,0.5,animejs
3,1141,bottom,A node package for css url versioner,0.5,css-url-versioner
3,1142,bottom,join two csvs by a column,0.5,csv-parser
3,1143,bottom,API testing made easy.,0.5,supertest
3,1144,bottom,WebRTC abstraction layer for cyclon.p2p WebRTC Comms implementation,0.5,simple-peer
3,1145,bottom,Star plots in d3,0.5,d3-shape
3,1146,bottom,Data-driven documents.,0.5,D3.js
3,1147,bottom,A small node.js module which makes it easy to subscribe to daily comic strips. Default support for Dilbert and XKCD.,0.5,node-cron
3,1148,bottom,Node.js SDK for Dailymotion API,0.5,dailymotion-sdk
3,1149,bottom,Módulo node.js para gerar DANFEs em .pdf,0.5,pdfkit
3,1150,bottom,A simple database sourced from csv file(s),0.5,csv-parser
3,1151,bottom,Utility to convert aneristic dates to the Discordian calendar,0.5,discordian-date-converter
3,1152,bottom,A set interval that defer the start of the next delay until the callback is executed.,0.5,p-deferred-queue
3,1153,bottom,Exceptions define library,0.5,express-async-errors
3,1154,bottom,Delighted API Node Client,0.5,delighted-node
3,1155,bottom,browserify transform for derequire,0.5,gulp-derequire
3,1156,bottom,Try to detect the type of tabular data and stream it as object stream,0.5,papaparse
3,1157,bottom,Detect file renames based on the file contents,0.5,chokidar
3,1158,bottom,"Deuces, a minimal Redis client based on ♠ Spade, specific for PubSub and Monitor mode. ",0.5,redis-pubsub-emitter
3,1159,bottom,A simple Node web local server for developments.,0.5,express
3,1160,bottom,Simple command line http server for browserify,0.5,http-server
3,1161,bottom,infinite rolling dial,0.5,react-infinite-scroller
3,1162,bottom,A node.js module for recursively reading directory and nested directories paths.,0.5,fs-extra
3,1163,bottom,efficient dirty checking for templating,0.5,fast-check
3,1164,bottom,Multipurpose client for the Backpack Displayer API,0.5,axios
3,1165,bottom,Pull a docker image from a registry using node,0.5,dockerode
3,1166,bottom,Prepares any tarball containing a project so that a docker image can be built from it.,0.5,dockerode
3,1167,bottom,Create Dockerfiles from JSON,0.5,dockerode
3,1168,bottom,Azure DocoomentDB ORM,0.5,documentdb-orm
3,1169,bottom,Doge Decimal Classification,0.5,dewey-decimal-classification
3,1170,bottom,a writable stream that replaces the innerHTML of a given dom element on writes.,0.5,html-stream-writer
3,1171,bottom,jQuery-like DOM micro-library,0.5,umbrellajs
3,1172,bottom,ignorefile/includefile matching .gitignore spec,0.5,fast-glob
3,1173,bottom,Dot-path based JavaScript object template compiler.,0.5,doT
3,1174,bottom,Download email attachments via IMAP,0.5,node-imap
3,1175,bottom,A HTTP Protocol Adapter for Droonga,0.5,droonga-http-adapter
3,1176,bottom,Returns a an array of the items in coll starting from the first item for which pred(item) returns null/undefined.,0.5,lodash
3,1177,bottom,Fetch the access token of your Dropbox Platform app from the command line,0.5,dropbox-auth-node
3,1178,bottom,Test double for Dropbox API,0.5,sinon
3,1179,bottom,Digital signature tools.,0.5,'crypto-js'
3,1180,bottom,Command-line tool to view the dependency tree of any module. ,0.5,`dependency-tree`
3,1181,bottom,Loader middleware for dustjs,0.5,express-dust-loader
3,1182,bottom,A collection of converter functions to get good old JavaScript key/value objects into a DynamoDB friendly schema and back again.,0.5,dynamodb-data-types
3,1183,bottom,CipherSet 3a for telehash,0.5,telehash-js
3,1184,bottom,edp bcs command,0.5,shelljs
3,1185,bottom,Easy browsing of Open edX Modulestores,0.5,axios
3,1186,bottom,Node library for Adafruit 8x8 LED Matrix,0.5,adafruit-bbio-led-matrix
3,1187,bottom,Obfuscates e-mail addresses with x's,0.5,email-obfuscator
3,1188,bottom,Plugin for ember-cli-admin that adds multiple languages properties support,0.5,ember-i18n
3,1189,bottom,Ember CLI array slice addon,0.5,lodash
3,1190,bottom,Transpiler your ember-cli .jsx files into js,0.5,@babel/preset-react
3,1191,bottom,Ember addon for DropKick.js,0.5,ember-cli-dropkick
3,1192,bottom,An Ember Addon for PDFJS,0.5,ember-pdfjs-adapter
3,1193,bottom,Control Emic2 TTS module,0.5,emic2-tts-node
3,1194,bottom,"A lightweight, isomorphic event emitter",0.5,mitt
3,1195,bottom,Browserify tech for ENB,0.5,browserify-enb
3,1196,bottom,y-i18n routines,0.5,i18next
3,1197,bottom,Be compatible with http://engine-light.codeforamerica.org/,0.5,express-validator
3,1198,bottom,📺 Retrieve episode information from a filename,0.5,`parse-torrent-title`
3,1199,bottom,Epochtalk Forum Software Core Library,0.5,express
3,1200,bottom,Streamlined errors with descriptive error messages through metadata and error codes,0.5,@hapi/boom
3,1201,bottom,include `#include` extend-script file to standalone executable extend-script,0.5,`pkg`
3,1202,bottom,Universal Starter Kit to build any javascript ES6 project/library runnable in nodejs and on any browser.,0.5,webpack
3,1203,bottom,ESB nodejs driver,0.5,node-esb-connector
3,1204,bottom,A secure distributed event layer for nodejs applications,0.5,NATS Streaming Server
3,1205,bottom,A Node module to assist with pulling data out of an ESRI ArcGIS REST server into GeoJSON.,0.5,esri-leaflet
3,1206,bottom,NPM package to write Gnip records to an ArcGIS Feature Service.,0.5,arcgis-rest-feature-service
3,1207,bottom,tap(tape) wrapper for testing adobe extendscript,0.5,tape-adobe-extendscript
3,1208,bottom,server-side EventSource,0.5,eventsource-node
3,1209,bottom,Developers Excuses,0.5,excuse-generator
3,1210,bottom,A pluggable async cache for Node.JS,0.5,node-cache
3,1211,bottom,"Handler for Express 4 application, which allows to perform batch requests.",0.5,express-batch-handler
3,1212,bottom,A simple Express middleware to start and stop the server.,0.5,express-server-manager
3,1213,bottom,access logger middleware using fluentd for express.js,0.5,express-fluent-logger
3,1214,bottom,Express + ORM MVC,0.5,Sequelize
3,1215,bottom,Add a qrcode image on page on ExpressJS using Google Charts.,0.5,qrcode.react
3,1216,bottom,Logwrangler middleware for express,0.5,morgan
3,1217,bottom,"Extract gettext strings from __('literal') and __n('single', 'plural', n ) functions in any source",0.5,gettext-parser
3,1218,bottom,Dead simple library for functional and reactive programming in JavaScript,0.5,RxJS
3,1219,bottom,A fastft posts client for the browser or node.js,0.5,fast-feed-parser
3,1220,bottom,Fauxton is the new Web UI for CouchDB,0.5,fauxton
3,1221,bottom,Slim and simple client for Facebook Graph API v2.* implemented with promises,0.5,fbgraph
3,1222,bottom,Fritbot Slack Connector,0.5,@slack/bolt
3,1223,bottom,FileBufferReader is a JavaScript library reads file and returns chunkified array-buffers. The resulting buffers can be shared using WebRTC data channels or socket.io.,0.5,`read-chunked-file`
3,1224,bottom,Ensures polite outgoing HTTP requests that respects robots.txt and aren't made too close to each other,0.5,robotstxt-parser
3,1225,bottom,quickly create an in memory index of files and their content,0.5,memfs
3,1226,bottom,指定一组目录，依次搜索指定文件（相对路径），返回其绝对文件路径，支持同步和异步方法,0.5,node-dir-sync
3,1227,bottom,File to base64 using FileReader,0.5,file-base64
3,1228,bottom,Fist plugin to help to do serial executions,0.5,async-series
3,1229,bottom,JSON Fling is a simple JSON-RPC framework for NodeJS with built-in permissions and support for different transports.,0.5,json-fling
3,1230,bottom,Feature flipping and configuration using yaml files.,0.5,"""node-config-yaml"""
3,1231,bottom,is a visual editor for Dataflow programming,0.5,Node-RED
3,1232,bottom,Fluent validation for node.js,0.5,joi
3,1233,bottom,Build React/Flux app that runs seamlessly on both server side and client side,0.5,Next.js
3,1234,bottom,AutoBind plugin for Fluxxor to help prevent spaghetti props wiring.,0.5,fluxxor-autobind
3,1235,bottom,Font to vector path tools,0.5,fontkit
3,1236,bottom,Light wrapper around Node.js url.format() to make life a little easier,0.5,url-join
3,1237,bottom,Javascript wrapper for FRED (Federal Reserve Economic Database) API,0.5,fred-api-js
